id,year,tabian,name,addName,salePrice,notSalePrice,distance,fuel,gear,color,injure,door,address,web,webid,date
63,2019,กว-1503,2019 Mazda 2,1.3 Skyactiv Sports High Connect,,"401,400","83,556",เบนซิน,เกียร์อัตโนมัติ,เทา,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640038746/
",2023-10-28
64,2020,ขณ-4885,2019 Mazda 2,1.3 Skyactiv Sports High Plus,"415,400","440,200","68,373",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6615006819/
",2023-10-28
65,2019,กข-2297,2019 Mazda 2,1.3 Skyactiv Sports High Plus,"419,700","432,100","51,073",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640025684/
",2023-10-28
66,2020,ขญ-6952,2019 Mazda 2,1.3 Skyactiv Sports High Plus,"415,400","427,800","72,246",เบนซิน,เกียร์อัตโนมัติ,เทา,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6614001717/
",2023-10-28
67,2019,กจ-9962,2019 Mazda 2,1.3 Skyactiv Sports High Connect,,"413,800","44,486",เบนซิน,เกียร์อัตโนมัติ,เทา,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640039270/
",2023-10-28
68,2020,กภ-3967,2019 Mazda 2,1.3 Skyactiv Sports High Connect,,"409,700","52,315",เบนซิน,เกียร์อัตโนมัติ,ดำ,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6611008778/
",2023-10-28
69,2019,กส-2540,2019 Mazda 2,1.3 Skyactiv Sports High Connect,,"405,600","63,195",เบนซิน,เกียร์อัตโนมัติ,ขาว,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640040107/
",2023-10-28
70,2019,กญ-7446,2019 Mazda 2,1.3 Skyactiv Sports High,"367,100","376,900","85,405",เบนซิน,เกียร์อัตโนมัติ,เทา,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6630010005/
",2023-10-28
71,2020,ขช-4800,2019 Mazda 2,1.3 Skyactiv Sports High Plus,"419,700","444,700","49,185",เบนซิน,เกียร์อัตโนมัติ,ขาว,พบตำหนิเล็กน้อย 2 จุดดูรายละเอียดทั้งหมด PreviousExterior + Tyres + Bumper + Rear  -  ScratchedExterior + Tyres + Trunk/Boot/Boot Door  -  Scratched Nextมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640036760/
",2023-10-28
72,2019,กต-4490,2019 Mazda 2,1.3 Skyactiv Sports High Connect,,"401,400","86,442",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640038237/
",2023-10-28
73,2021,ขณ-5280,2020 Mazda 2,1.3 Skyactiv-G S Leather Sport,,"471,300","8,768",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6615006855/
",2023-10-28
74,2021,กย-5268,2020 Mazda 2,1.3 Skyactiv-G S Leather Sport,"459,700","471,300","34,227",เบนซิน,เกียร์อัตโนมัติ,แดง,ตำหนิเล็กน้อยรถคันนี้มีเพียงตำหนิเล็กน้อยตามสภาพการใช้งานดูรายละเอียดทั้งหมดมาตรฐานการตรวจสอบของเรา,5,Bangkok,cars24,"https://www.cars24.co.th/buy-used-mazda-2-car-THA6640008124/
",2023-10-28
