,car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
1189,2021,Mazda,CX-30,2.0,C,SUV,AT,20.0,25.0,gray,17500,2023-10-25,mazda-cx-30-c-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12282577,769000
1190,2015,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,gray,117500,2023-10-25,mazda-3-s-ภาคตะวันออก-อำเภอเมืองระยอง/11208461,459000
1191,2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,23638,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12459950,428000
1192,2017,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,red,122500,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12447503,339000
1193,2019,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,white,72500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-อ่อนนุช/12566697?auc=true,399999
1194,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,22.0,white,92500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12134881?auc=true,379999
1195,2018,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,gray,147500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-อ่อนนุช/12486068?auc=true,579000
1196,2021,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,white,10000,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/10739632,619000
1197,2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,black,107500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12594058,660000
1198,2018,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,gray,2500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12261310?auc=true,409000
1199,2018,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,silver,2500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12167612?auc=true,389000
1200,2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,92500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12320233,339000
1201,2018,Mazda,2,1.3,Sports High,Hatchback,AT,15.0,25.0,black,58109,2023-10-25,mazda-2-sports-high-ภาคตะวันออก-อำเภอเมืองระยอง/12599808,375000
1202,2013,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,154104,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-มีนบุรี/12589760,355000
1203,2017,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,105372,2023-10-25,mazda-3-s-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12507675?auc=true,498000
1204,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,white,112500,2023-10-25,mazda-cx-5-xdl-ภาคตะวันออก-อำเภอบางละมุง/12353661,560000
1205,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,white,72500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11827995,769000
1206,2019,Mazda,3,2.0,C,Sedan,AT,19.0,24.0,black,52454,2023-10-25,mazda-3-c-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12521281?auc=true,699000
1207,2017,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,black,127500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11969642,438000
1208,2021,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,white,21531,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12281707?auc=true,489000
1209,2013,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,black,152500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-มีนบุรี/12597159?auc=true,358000
1210,2021,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,white,67500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12567359?auc=true,459000
1211,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,52500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12562770?auc=true,384000
1212,2016,Mazda,2,1.5,XD Sports High Plus,,AT,15.0,25.0,red,142500,2023-10-25,mazda-2-xd-sports-high-plus-ภาคอีสาน-อำเภอโพนพิสัย/12505772,349000
1213,2020,Mazda,3,2.0,S Sports,Hatchback,AT,19.0,24.0,gray,67500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12562498?auc=true,729000
1214,2018,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,black,2500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/12235275,525000
1215,2022,Mazda,CX-30,2.0,Carbon Edition,SUV,AT,20.0,25.0,white,2500,2023-10-25,mazda-cx-30-carbon-edition-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11596573,898000
1216,2017,Mazda,2,1.3,Sports High,Hatchback,AT,15.0,25.0,gray,132500,2023-10-25,mazda-2-sports-high-กรุงเทพและปริมณฑล-อำเภอเมืองนครปฐม/12584991?auc=true,299000
1217,2019,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,gray,80383,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12235530,410000
1218,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,black,2500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12528816?auc=true,468000
1219,2017,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,brown,82500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12568349?auc=true,438000
1220,2019,Mazda,2,1.3,Standard,Sedan,AT,15.0,25.0,gray,43060,2023-10-25,mazda-2-standard-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12587351?auc=true,389000
1221,2022,Mazda,CX-30,2.0,C,SUV,AT,20.0,25.0,gray,17500,2023-10-25,mazda-cx-30-c-กรุงเทพและปริมณฑล-อำเภอคลองหลวง/12582235?auc=true,799000
1222,2017,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,gray,167500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12555085?auc=true,459000
1223,2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,blue,147500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12588807,689000
1224,2018,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,silver,2500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12370863?auc=true,409000
1225,2012,Mazda,3,2.0,Maxx,Sedan,AT,11.0,14.0,white,2500,2023-10-25,mazda-3-maxx-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12352282?auc=true,249000
1226,2011,Mazda,2,1.5,Groove,Sedan,AT,9.0,14.0,white,142500,2023-10-25,mazda-2-groove-ภาคตะวันออก-อำเภอเมืองระยอง/12585901,138000
1227,2019,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,black,142500,2023-10-25,mazda-cx-5-s-ภาคตะวันออก-อำเภอเมืองระยอง/11912094,625000
1228,2016,Mazda,2,1.3,Standard,Sedan,AT,15.0,25.0,brown,2500,2023-10-25,mazda-2-standard-กรุงเทพและปริมณฑล-อำเภอธัญบุรี/12545406,339000
1229,2020,Mazda,CX-30,2.0,S,SUV,AT,20.0,25.0,white,142500,2023-10-25,mazda-cx-30-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12174476?auc=true,749000
1230,2022,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,gray,22500,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11900970,468000
1231,2011,Mazda,3,1.6,Spirit,Hatchback,AT,5.0,10.0,gray,147500,2023-10-25,mazda-3-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12291622,179000
1232,2012,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,142500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10986462,239000
1233,2015,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,brown,122500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-มีนบุรี/11896732?auc=true,428000
1234,2016,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,white,92500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12217110?auc=true,494000
1235,2021,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,25.0,red,27500,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12475528?auc=true,414000
1236,2012,Mazda,2,1.5,Groove,Hatchback,AT,9.0,14.0,white,7500,2023-10-25,mazda-2-groove-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12365468,229000
1237,2014,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,127500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12572212?auc=true,399000
1238,2018,Mazda,CX-5,2.0,C,SUV,AT,17.0,23.0,silver,127500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-อำเภอคลองหลวง/12540827,639000
1239,2012,Mazda,2,1.5,Groove,Hatchback,AT,9.0,14.0,green,177500,2023-10-25,mazda-2-groove-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12512164,199000
1240,2013,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,white,117500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12564747,279000
1241,2017,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,gray,85512,2023-10-25,mazda-3-s-ภาคใต้-อำเภอหาดใหญ่/12507329,429000
1242,2020,Mazda,2,1.3,Sports 100th Anniversary Edition,Hatchback,AT,15.0,25.0,white,66006,2023-10-25,mazda-2-sports-100th-anniversary-edition-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12515593,459000
1243,2017,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,black,101166,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12291288,499000
1244,2012,Mazda,2,1.5,Groove,Sedan,AT,9.0,14.0,sky,2500,2023-10-25,mazda-2-groove-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11575192?auc=true,189000
1245,2005,Mazda,3,1.6,V,Sedan,AT,5.0,10.0,brown,222500,2023-10-25,mazda-3-v-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12431990,125000
1246,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,122500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อำเภอลำลูกกา/12485294,398000
1247,2014,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,red,197500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12167343,399000
1248,2015,Mazda,2,1.5,XD Sports High Connect,Hatchback,AT,15.0,25.0,black,2500,2023-10-25,mazda-2-xd-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11645316?auc=true,318000
1249,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,52500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12563445,389000
1250,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,silver,81043,2023-10-25,mazda-2-sports-high-connect-ภาคใต้-อำเภอเมืองภูเก็ต/12241650,369000
1251,2021,Mazda,CX-30,2.0,S,SUV,AT,20.0,25.0,red,27500,2023-10-25,mazda-cx-30-s-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12173718,749000
1252,2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,white,37500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12102107?auc=true,399000
1253,2013,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,white,132500,2023-10-25,mazda-2-elegance-groove-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11911631?auc=true,205000
1254,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,87500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/11992065,378000
1255,2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,72500,2023-10-25,mazda-2-high-connect-ภาคอีสาน-อำเภอวารินชำราบ/12416478?auc=true,379000
1256,2019,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,white,137500,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11621122?auc=true,529000
1257,2015,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,blue,2500,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11438829?auc=true,259900
1258,2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,77500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11839115?auc=true,329900
1259,2016,Mazda,2,1.3,High,Sedan,AT,15.0,25.0,gray,62500,2023-10-25,mazda-2-high-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11817019?auc=true,299900
1260,2022,Mazda,BT-50,1.9,Freestyle Cab Hi-Racer C,Pickup,MT,,,gray,12500,2023-10-25,mazda-bt-50-hi-racer-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12356539?auc=true,379900
1261,2013,Mazda,2,1.5,Elegance Groove,Sedan,MT,9.0,14.0,white,105760,2023-10-25,mazda-2-elegance-groove-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12399997?auc=true,219000
1262,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,22.0,white,58744,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11163474?auc=true,465000
1263,2016,Mazda,2,1.3,Standard,Sedan,AT,15.0,22.0,brown,60161,2023-10-25,mazda-2-standard-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11544131?auc=true,389000
1264,2016,Mazda,2,1.3,High,Sedan,AT,15.0,25.0,red,112500,2023-10-25,mazda-2-high-ภาคอีสาน-อำเภอเมืองนครราชสีมา/12462670,339000
1265,2012,Mazda,2,1.5,Spirit,Hatchback,AT,9.0,14.0,white,97500,2023-10-25,mazda-2-spirit-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12439432?auc=true,220000
1266,2005,Mazda,3,2.0,R Sport,Hatchback,AT,5.0,10.0,blue,152500,2023-10-25,mazda-3-r-sport-ภาคอีสาน-อำเภอโนนสูง/10305326,149000
1267,2014,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,black,122500,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-มีนบุรี/10305482,269000
1268,2017,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,red,192500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12265990?auc=true,434000
1269,2011,Mazda,3,2.0,Maxx Sports,Hatchback,AT,11.0,14.0,gray,172500,2023-10-25,mazda-3-maxx-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12474294,209000
1270,2013,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,white,2500,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-กาญจนาภิเษก/7120700,229000
1271,2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,black,92500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12556120,699000
1272,2015,Mazda,2,1.3,Sports High,Hatchback,AT,15.0,25.0,silver,137500,2023-10-25,mazda-2-sports-high-ภาคตะวันออก-อำเภอศรีราชา/11819564,320000
1273,2019,Mazda,3,2.0,SP,Sedan,AT,19.0,24.0,red,42500,2023-10-25,mazda-3-sp-กรุงเทพและปริมณฑล-มีนบุรี/11911877?auc=true,768000
1274,2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,black,77634,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11924629?auc=true,797000
1275,2011,Mazda,2,1.5,Groove,Sedan,AT,9.0,14.0,white,102500,2023-10-25,mazda-2-groove-ภาคอีสาน-อำเภอเมืองอุดรธานี/12552455,219000
1276,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,black,52500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12521636,729000
1277,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,blue,72500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12547734,789000
1278,2017,Mazda,2,1.5,XD High Connect,Sedan,AT,15.0,25.0,gray,102500,2023-10-25,mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12503629?auc=true,319000
1279,2015,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,147500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12446098,389000
1280,2012,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,black,100,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11894986,259000
1281,2017,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,red,133385,2023-10-25,mazda-3-s-ภาคกลาง-อำเภออุทัย/10858806,539000
1282,2015,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,69308,2023-10-25,mazda-2-sports-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12404892?auc=true,329000
1283,2020,Mazda,3,2.0,S Sports,Hatchback,AT,19.0,24.0,black,22500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12293210,699000
1284,2012,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,blue,155054,2023-10-25,mazda-3-spirit-sports-ภาคตะวันออก-อำเภอบางละมุง/12449488,269000
1285,2021,Mazda,3,2.0,SP Sports,Hatchback,AT,19.0,24.0,white,47500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12482478,899000
1286,2014,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,2500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11741612,358000
1287,2020,Mazda,3,2.0,SP Sports,Hatchback,AT,19.0,24.0,gray,111939,2023-10-25,mazda-3-sp-sports-ภาคตะวันออก-อำเภอเมืองระยอง/12514057,695000
1288,2021,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,25.0,red,27500,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12461477?auc=true,459000
1289,2010,Mazda,3,1.6,Spirit,Sedan,AT,5.0,10.0,black,122500,2023-10-25,mazda-3-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11473794?auc=true,199000
1290,2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,2500,2023-10-25,mazda-2-high-connect-ภาคตะวันออก-อำเภอศรีราชา/12474507?auc=true,438000
1291,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,white,62500,2023-10-25,mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอศรีราชา/12474473?auc=true,398000
1292,2020,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,silver,2500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12431772?auc=true,429000
1293,2021,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,blue,24165,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12049389,449000
1294,2021,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,red,27500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12447021?auc=true,469000
1295,2016,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,black,122500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/9866652,469000
1296,2012,Mazda,2,1.5,Sports Groove,Hatchback,AT,9.0,14.0,red,142500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11307870,229000
1297,2016,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,127500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12432423?auc=true,339000
1298,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,2500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12348575,899000
1299,1995,Mazda,Familia,1.4,SINGLE STD,Pickup,MT,,,red,2500,2023-10-25,mazda-familia-std-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11181950,68000
1300,2018,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,white,2500,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12480492,369000
1301,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,77500,2023-10-25,mazda-2-high-connect-ภาคใต้-อำเภอเมืองภูเก็ต/11966881,379000
1302,2014,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,red,167500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12483852?auc=true,429000
1303,2019,Mazda,3,2.0,S,Sedan,AT,19.0,24.0,gray,37500,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12483865?auc=true,699000
1304,2020,Mazda,2,1.3,E Sports,Hatchback,AT,15.0,25.0,white,17500,2023-10-25,mazda-2-e-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12308564?auc=true,419000
1305,2016,Mazda,CX-3,2.0,E,SUV,AT,15.0,22.0,brown,63791,2023-10-25,mazda-cx-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12071554?auc=true,397000
1306,2010,Mazda,2,1.5,Maxx Sports,Hatchback,AT,9.0,14.0,white,182500,2023-10-25,mazda-2-maxx-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12480539,188000
1307,2021,Mazda,BT-50,1.9,Freestyle Cab Hi-Racer S,Pickup,MT,,,black,27500,2023-10-25,mazda-bt-50-hi-racer-s-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/10912769?auc=true,409000
1308,2018,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,red,207500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/11984694?auc=true,510000
1309,2019,Mazda,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer,Pickup,AT,,,white,32500,2023-10-25,mazda-bt-50-pro-thunder-hi-racer-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12209477?auc=true,549000
1310,2016,Mazda,2,1.3,High Plus,Sedan,AT,15.0,22.0,red,102500,2023-10-25,mazda-2-high-plus-ภาคใต้-อำเภอหาดใหญ่/9941039,360000
1311,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,57500,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12476463?auc=true,419000
1312,2017,Mazda,2,1.3,Standard,Sedan,AT,15.0,22.0,gray,2500,2023-10-25,mazda-2-standard-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12309712?auc=true,339000
1313,2015,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,silver,212500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/11096197,365000
1314,2015,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,122500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12417460?auc=true,329000
1315,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,162500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12417442?auc=true,349000
1316,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,22500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12467012?auc=true,349000
1317,2019,Mazda,2,1.5,XD Sports High Connect,Hatchback,AT,15.0,22.0,red,42500,2023-10-25,mazda-2-xd-sports-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/11847199?auc=true,449000
1318,2016,Mazda,2,1.5,XD High Plus L,Sedan,AT,15.0,25.0,blue,172500,2023-10-25,mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12401173?auc=true,319000
1319,2015,Mazda,2,1.5,XD Sports,Hatchback,AT,15.0,22.0,black,113911,2023-10-25,mazda-2-xd-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11868942?auc=true,390000
1320,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,22.0,gray,78258,2023-10-25,mazda-2-sports-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11833866?auc=true,439000
1321,2012,Mazda,2,1.5,Groove,Sedan,AT,9.0,14.0,white,157500,2023-10-25,mazda-2-groove-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12199383,180000
