,car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
1322,2022,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,black,12500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-มีนบุรี/12343015?auc=true,449000
1323,2019,Mazda,CX-3,2.0,SP,SUV,AT,15.0,19.0,gray,37500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10695284,598000
1324,2021,Mazda,CX-3,2.0,Proactive,SUV,AT,15.0,22.0,white,32500,2023-10-25,mazda-cx-3-proactive-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12381671?auc=true,679000
1325,2012,Mazda,2,1.5,Sports Groove,Hatchback,AT,9.0,14.0,gray,107500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12162486,249000
1326,2017,Mazda,CX-3,1.5,XDL,SUV,AT,15.0,22.0,brown,112500,2023-10-25,mazda-cx-3-xdl-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12394472?auc=true,499000
1327,2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,brown,117500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอเมืองระยอง/12379929,369000
1328,2014,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,182500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอเมืองชลบุรี/10085079?auc=true,399000
1329,2018,Mazda,CX-3,2.0,E,SUV,AT,15.0,22.0,gray,59011,2023-10-25,mazda-cx-3-e-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12440183?auc=true,499000
1330,2015,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,147500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12399693,389000
1331,2016,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,gray,82500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12381836?auc=true,439000
1332,2011,Mazda,3,1.6,Spirit,Hatchback,AT,5.0,10.0,white,222500,2023-10-25,mazda-3-spirit-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11783802,189000
1333,2010,Mazda,2,1.5,Sports Groove,Hatchback,AT,9.0,14.0,sky,157500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-มีนบุรี/12310004?auc=true,188000
1334,2011,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,white,2500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/11196358?auc=true,149000
1335,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,22.0,red,60478,2023-10-25,mazda-2-high-connect-ภาคใต้-อำเภอหาดใหญ่/12278844,399000
1336,2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,brown,112500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอเมืองระยอง/12416740,369000
1337,2012,Mazda,2,1.5,Sports Groove,Hatchback,MT,9.0,14.0,white,97500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12379511?auc=true,189000
1338,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,white,142500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12415365?auc=true,577000
1339,2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,92500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12374191?auc=true,320000
1340,2015,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,gray,97500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12374009,439000
1341,2013,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,red,202500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12354852?auc=true,234000
1342,2012,Mazda,2,1.5,Elegance Groove,Sedan,MT,9.0,14.0,white,195208,2023-10-25,mazda-2-elegance-groove-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12399975?auc=true,219000
1343,2016,Mazda,2,1.3,Standard,Sedan,AT,15.0,25.0,black,118500,2023-10-25,mazda-2-standard-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12356511?auc=true,319000
1344,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,22500,2023-10-25,mazda-cx-30-sp-ภาคตะวันออก-อำเภอเมืองจันทบุรี/11441496,859000
1345,2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,33166,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12243283,399000
1346,2017,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,52500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12318801,345000
1347,2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,black,102500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/7826735?auc=true,577000
1348,2021,Mazda,2,1.3,S,Sedan,AT,15.0,25.0,silver,17500,2023-10-25,mazda-2-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11780759?auc=true,459000
1349,2013,Mazda,3,1.6,Spirit,Sedan,AT,11.0,14.0,gray,97500,2023-10-25,mazda-3-spirit-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/5840009,279000
1350,2011,Mazda,3,2.0,Maxx,Sedan,AT,5.0,10.0,white,147500,2023-10-25,mazda-3-maxx-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12374080,179000
1351,2018,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,gray,127319,2023-10-25,mazda-3-sp-sports-ภาคใต้-อำเภอถลาง/11965022,555000
1352,2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,white,2500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/8741418,899000
1353,2017,Mazda,2,1.3,High,Sedan,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-high-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/8649155,388000
1354,2016,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12172118,278000
1355,2016,Mazda,2,1.5,XD Sport High Plus L,Hatchback,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-xd-sport-high-plus-l-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/11266775,278000
1356,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,2500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/10985826,399000
1357,2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,92500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12108389?auc=true,319000
1358,2012,Mazda,2,1.5,Spirit,Sedan,AT,9.0,14.0,black,187500,2023-10-25,mazda-2-spirit-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/11669779,188000
1359,2012,Mazda,2,1.5,Spirit,Sedan,AT,9.0,14.0,white,2500,2023-10-25,mazda-2-spirit-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12347820?auc=true,219000
1360,2015,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,gray,157500,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12202816?auc=true,368000
1361,2014,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,blue,172500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12290704?auc=true,449000
1362,1997,Mazda,323,1.8,Astina EGI,Hatchback,AT,95.0,98.0,red,212500,2023-10-25,mazda-323-astina-egi-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/7412568,59000
1363,2016,Mazda,2,1.5,XD Sports,Hatchback,AT,15.0,25.0,brown,92500,2023-10-25,mazda-2-xd-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12076341,385000
1364,2016,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,gray,82500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-อำเภอบางใหญ่/12104441?auc=true,459000
1365,2014,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,142500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-อ่อนนุช/11981656,349000
1366,2012,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,gray,62500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-อ่อนนุช/11629344,189000
1367,2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,92500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/10767292,355000
1368,2012,Mazda,2,1.5,Sports Groove,Hatchback,MT,9.0,14.0,green,2500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/11302816?auc=true,149000
1369,2017,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,black,97500,2023-10-25,mazda-cx-3-s-ภาคตะวันออก-อำเภอเมืองฉะเชิงเทรา/12375288,489000
1370,2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12114594?auc=true,339000
1371,2012,Mazda,3,2.0,Maxx,Sedan,AT,11.0,14.0,black,127500,2023-10-25,mazda-3-maxx-ภาคอีสาน-อำเภอเมืองขอนแก่น/12151961?auc=true,315000
1372,2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,77500,2023-10-25,mazda-2-high-connect-ภาคอีสาน-อำเภอเมืองขอนแก่น/12375617?auc=true,379000
1373,2017,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,red,82500,2023-10-25,mazda-2-sports-high-plus-ภาคอีสาน-อำเภอเมืองขอนแก่น/12375632?auc=true,379000
1374,2016,Mazda,2,1.3,Sports High,Hatchback,AT,15.0,25.0,gray,92163,2023-10-25,mazda-2-sports-high-กรุงเทพและปริมณฑล-กาญจนาภิเษก/9395794,348000
1375,2017,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,gray,167500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12369738,488000
1376,2016,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,gray,96000,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12233346,496000
1377,2005,Mazda,3,1.6,S,Sedan,AT,5.0,10.0,gray,380000,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/11395557,168000
1378,2016,Mazda,3,2.0,E Sports,Hatchback,AT,14.0,18.0,black,82500,2023-10-25,mazda-3-e-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12335491?auc=true,399000
1379,2019,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,white,77500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11573176,838000
1380,2017,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,white,2500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11842362?auc=true,438000
1381,2007,Mazda,3,1.6,V,Hatchback,AT,5.0,10.0,white,227500,2023-10-25,mazda-3-v-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12329119?auc=true,139000
1382,2015,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,blue,147500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/11224678,488000
1383,2013,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,2500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/9338079,355000
1384,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,92500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/11972067,405000
1385,2017,Mazda,3,2.0,E Sports,Hatchback,AT,14.0,18.0,white,144587,2023-10-25,mazda-3-e-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12341059?auc=true,545000
1386,2022,Mazda,2,1.3,E,Sedan,AT,15.0,25.0,gray,12500,2023-10-25,mazda-2-e-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11595889,489000
1387,2019,Mazda,2,1.3,High Plus,Sedan,AT,15.0,22.0,gray,32500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/9767747?auc=true,399000
1388,2022,Mazda,3,2.0,C Sports,Hatchback,AT,19.0,24.0,gray,2500,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/10130122?auc=true,759000
1389,2011,Mazda,3,1.6,Spirit,Sedan,AT,5.0,10.0,white,147500,2023-10-25,mazda-3-spirit-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/9332419,188000
1390,2016,Mazda,2,1.5,XD Sports High Connect,Hatchback,AT,15.0,22.0,white,142500,2023-10-25,mazda-2-xd-sports-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/11025120?auc=true,379999
1391,2020,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,white,10623,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10026711,438000
1392,2015,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,white,135383,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12209873,425000
1393,2017,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,blue,89993,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/10911275?auc=true,799000
1394,2019,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,black,2500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/11914071?auc=true,359000
1395,2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,52500,2023-10-25,mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอศรีราชา/11095164?auc=true,387000
1396,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,47500,2023-10-25,mazda-2-high-connect-ภาคตะวันออก-อำเภอศรีราชา/9905206?auc=true,449000
1397,2020,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอศรีราชา/10348327?auc=true,457000
1398,2019,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,black,44105,2023-10-25,mazda-2-high-plus-ภาคตะวันออก-อำเภอเกาะสีชัง/11766158?auc=true,459000
1399,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,127447,2023-10-25,mazda-2-high-connect-ภาคตะวันออก-อำเภอเมืองชลบุรี/12270408?auc=true,419000
1400,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,82902,2023-10-25,mazda-2-high-connect-ภาคตะวันออก-อำเภอเมืองชลบุรี/12188261?auc=true,419000
1401,2020,Mazda,CX-8,2.5,SP,SUV,AT,19.0,25.0,white,103811,2023-10-25,mazda-cx-8-sp-กรุงเทพและปริมณฑล-อ่อนนุช/12345943?auc=true,968000
1402,2015,Mazda,2,1.3,Standard,Sedan,AT,15.0,25.0,white,92500,2023-10-25,mazda-2-standard-กรุงเทพและปริมณฑล-กาญจนาภิเษก/7224424,277000
