car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
2018,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,red,62500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-อ่อนนุช/12561813,558000
2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,186564,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12561212?auc=true,359000
2012,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,white,156422,2023-10-25,mazda-2-elegance-spirit-ภาคใต้-อำเภอหาดใหญ่/12557851,225000
2019,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,red,51073,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12554529,419700
2011,Mazda,2,1.5,Spirit Sports,Hatchback,AT,9.0,14.0,gray,162500,2023-10-25,mazda-2-spirit-sports-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12272304,209000
2014,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,black,149051,2023-10-25,mazda-3-sp-sports-ภาคตะวันออก-อำเภอเมืองชลบุรี/12540716?auc=true,399000
2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,2500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/11310074,288000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12537637?auc=true,459000
2012,Mazda,BT-50 PRO,3.2,DOUBLE CAB R 4WD,Pickup,AT,,,black,142500,2023-10-25,mazda-bt-50-pro-r-ภาคใต้-อำเภอเมืองสงขลา/12319293,378000
2021,Mazda,3,2.0,SP Sports,Hatchback,AT,19.0,24.0,gray,27500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12534257,778000
2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,116738,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12533264,357800
2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,132624,2023-10-25,mazda-cx-30-sp-ภาคใต้-อำเภอหาดใหญ่/12241128,799000
2016,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,107334,2023-10-25,mazda-cx-3-sp-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12532409?auc=true,489000
2018,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,12500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12530360?auc=true,545000
2008,Mazda,MX-5,2.0,,Convertible,AT,5.0,15.0,yellow,112500,2023-10-25,mazda-mx-5-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12393306,1290000
2011,Mazda,BT-50,2.5,FREE STYLE CAB V,Pickup,MT,,,black,127500,2023-10-25,mazda-bt-50-v-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12229051?auc=true,229000
2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,black,247500,2023-10-25,mazda-2-elegance-spirit-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12526258,219000
2015,Mazda,2,1.5,XD High Plus,Sedan,AT,15.0,25.0,red,107089,2023-10-25,mazda-2-xd-high-plus-ภาคตะวันออก-อำเภอเมืองชลบุรี/12526001?auc=true,359000
2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,57500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12519831?auc=true,355000
2019,Mazda,3,2.0,SP Sports,Hatchback,AT,19.0,24.0,black,42500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-อ่อนนุช/12519227,749000
2022,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,red,22500,2023-10-25,mazda-2-c-ภาคตะวันออก-อำเภอวังสมบูรณ์/12518599,439000
2016,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,black,112238,2023-10-25,mazda-cx-3-sp-ภาคใต้-อำเภอถลาง/11981715,499000
2020,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,black,65380,2023-10-25,mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอเมืองชลบุรี/12514525?auc=true,439000
2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,black,47500,2023-10-25,mazda-cx-30-sp-ภาคตะวันออก-อำเภอเมืองชลบุรี/12509355,819000
2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,black,47500,2023-10-25,mazda-cx-30-sp-ภาคตะวันออก-อำเภอเมืองชลบุรี/12508557,819000
2021,Mazda,2,1.3,S,Sedan,AT,15.0,25.0,white,90900,2023-10-25,mazda-2-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12505258?auc=true,429000
2017,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,gray,167691,2023-10-25,mazda-2-high-plus-ภาคอีสาน-อำเภอเมืองอุดรธานี/12501968,379000
2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,111448,2023-10-25,mazda-2-sports-high-connect-ภาคอีสาน-อำเภอเมืองอุดรธานี/12501887,399000
2017,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,67500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12497424?auc=true,519000
2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,gray,2500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12489106,825000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,52500,2023-10-25,mazda-2-high-connect-ภาคใต้-อำเภอเมืองภูเก็ต/12301956,379000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,47500,2023-10-25,mazda-2-high-connect-ภาคใต้-อำเภอเมืองภูเก็ต/10279216,379000
2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,white,102500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12486113,358000
2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12485362?auc=true,339000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,52500,2023-10-25,mazda-2-high-connect-ภาคอีสาน-อำเภอเมืองอุดรธานี/12484294?auc=true,429000
2017,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,132500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองนครราชสีมา/12484236?auc=true,399000
2021,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,black,57500,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12483820?auc=true,445000
2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,black,142500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12483735?auc=true,695000
2010,Mazda,2,1.5,Spirit Sports,Hatchback,AT,9.0,14.0,white,157366,2023-10-25,mazda-2-spirit-sports-ภาคใต้-อำเภอหาดใหญ่/12472640,190000
2012,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,red,122500,2023-10-25,mazda-2-elegance-groove-ภาคอีสาน-อำเภอเมืองนครราชสีมา/12462722,219000
2018,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,white,93300,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12461764?auc=true,499000
2011,Mazda,3,1.6,Spirit,Sedan,AT,5.0,10.0,white,152500,2023-10-25,mazda-3-spirit-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12272287,199000
2020,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,87500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12459271?auc=true,445000
2012,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,white,151302,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอเมืองชลบุรี/12438220,288000
2019,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,silver,72500,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12434596?auc=true,345000
2015,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,167500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12433053?auc=true,369000
2013,Mazda,2,1.5,Sports Maxx Sports,Hatchback,AT,9.0,14.0,gray,98775,2023-10-25,mazda-2-sports-maxx-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12425579?auc=true,289000
2011,Mazda,BT-50,2.5,FREE STYLE CAB V,Pickup,MT,,,white,272500,2023-10-25,mazda-bt-50-v-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12423726,159000
2022,Mazda,2,1.3,S,Sedan,AT,15.0,25.0,red,9334,2023-10-25,mazda-2-s-ภาคกลาง-อำเภออุทัย/10535055,499000
2018,Mazda,2,1.3,High,Sedan,AT,15.0,25.0,silver,147500,2023-10-25,mazda-2-high-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12168744?auc=true,345000
1990,Mazda,Savanna,1.1,,Coupe,MT,71.0,78.0,white,17500,2023-10-25,mazda-savanna-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/11432073,1190000
2020,Mazda,2,1.3,E Sports,Hatchback,AT,15.0,25.0,gray,62500,2023-10-25,mazda-2-e-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12396692?auc=true,415000
2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,22.0,red,152500,2023-10-25,mazda-2-sports-high-connect-ภาคกลาง-อำเภออุทัย/12045968,419000
2022,Mazda,2,1.3,S,Sedan,AT,15.0,25.0,white,62500,2023-10-25,mazda-2-s-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12349711?auc=true,455000
2014,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,white,124592,2023-10-25,mazda-cx-5-xdl-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11516900?auc=true,489000
2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,black,137500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11766209?auc=true,745000
2013,Mazda,2,1.5,Elegance Maxx,Sedan,AT,9.0,14.0,sky,84815,2023-10-25,mazda-2-elegance-maxx-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12309181?auc=true,289000
2021,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,white,52500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12414955?auc=true,465000
2013,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,silver,999,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/9080560?auc=true,335000
2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,white,2500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12404816?auc=true,429000
2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,brown,2500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12404624?auc=true,419000
2010,Mazda,2,1.5,Spirit Sports,Hatchback,AT,9.0,14.0,sky,232500,2023-10-25,mazda-2-spirit-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12400075,149000
2012,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,silver,2500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12400040,209000
2020,Mazda,3,2.0,S,Sedan,AT,19.0,24.0,black,7500,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12394153,749000
2016,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,2500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12041183,399000
2016,Mazda,3,2.0,C Sports,Hatchback,AT,14.0,18.0,gray,197500,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12386846,439000
2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,black,138222,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคใต้-อำเภอหาดใหญ่/9755320,350000
2016,Mazda,2,1.5,XD High Plus,Sedan,AT,15.0,25.0,brown,47500,2023-10-25,mazda-2-xd-high-plus-ภาคตะวันออก-อำเภอเมืองชลบุรี/12347563,389000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,67500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12378993,399000
2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,brown,6119,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-ลำลูกกา/12374514?auc=true,348000
2007,Mazda,BT-50,2.5,DOUBLE CAB Hi-Racer,Pickup,MT,,,gray,173041,2023-10-25,mazda-bt-50-hi-racer-ภาคกลาง-อำเภอสองพี่น้อง/7961989,179000
2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,gray,37500,2023-10-25,mazda-bt-50-pro-v-ภาคอีสาน-อำเภอเมืองอุดรธานี/12364356?auc=true,369000
2019,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,silver,47500,2023-10-25,mazda-cx-5-sp-ภาคใต้-อำเภออ่าวลึก/12360372,795000
2018,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,gray,67500,2023-10-25,mazda-2-sports-standard-ภาคใต้-อำเภออ่าวลึก/12360292,355000
2006,Mazda,MX-5,2.0,,Convertible,AT,5.0,15.0,gray,52500,2023-10-25,mazda-mx-5-กรุงเทพและปริมณฑล-สุขุมวิท/11901160,1280000
2013,Mazda,2,1.5,Elegance Maxx,Sedan,AT,9.0,14.0,black,92500,2023-10-25,mazda-2-elegance-maxx-ภาคตะวันออก-อำเภอเมืองชลบุรี/12347549,1280000
2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,2500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/8259404,459000
2019,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,25.0,red,24,2023-10-25,mazda-2-s-sports-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/10659395,544000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,97500,2023-10-25,mazda-2-high-connect-ภาคตะวันออก-อำเภอศรีราชา/11671755?auc=true,439000
2020,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,47500,2023-10-25,mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอศรีราชา/11997541?auc=true,437000
2017,Mazda,2,1.3,Sports High,Hatchback,AT,15.0,25.0,red,82500,2023-10-25,mazda-2-sports-high-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12303887,379000
2017,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,gray,52500,2023-10-25,mazda-2-sports-high-plus-ภาคเหนือ-อำเภอสันทราย/12301436?auc=true,399000
2018,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,gray,866848,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองอุดรธานี/11115978,439000
2012,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,silver,132500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองอุดรธานี/12111149,319000
2011,Mazda,2,1.5,Spirit Sports,Hatchback,AT,9.0,14.0,white,137500,2023-10-25,mazda-2-spirit-sports-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12341882,219000
2012,Mazda,2,1.5,Elegance Groove,Sedan,MT,9.0,14.0,red,154358,2023-10-25,mazda-2-elegance-groove-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12229336?auc=true,215000
2014,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,gray,152500,2023-10-25,mazda-3-s-ภาคกลาง-อำเภออุทัย/11975778,449000
2017,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,82500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12333394,369000
2003,Mazda,Fighter,2.5,FREE STYLE CAB Lux,Pickup,MT,,,blue,300000,2023-10-25,mazda-fighter-lux-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12328106,139000
