id,name,cost,mile,status,color,gear,web,webid,date
912,2020 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"754,000",120 - 125K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12418223?auc=true
",2023-10-25
913,2014 Mazda CX-5 2.5 (ปี 13-16) S SUV AT,"469,000",160 - 165K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12310648
",2023-10-25
914,2017 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"355,000",36718 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12687645?auc=true
",2023-10-25
916,2014 Mazda CX-5 2.0 (ปี 13-16) S SUV,"449,000",70 - 75K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11427568?auc=true
",2023-10-25
917,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"389,000",65 - 70K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12727866?auc=true
",2023-10-25
919,2013 Mazda 3 2.0 (ปี 11-14) Maxx Sports Hatchback,"321,900",125 - 130K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-maxx-sports-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12713458
",2023-10-25
920,2018 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"489,000",62198 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12768670
",2023-10-25
921,2015 Mazda CX-5 2.2 (ปี 13-16) XDL 4WD SUV,"389,000",245 - 250K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12372293
",2023-10-25
922,2020 Mazda CX-5 2.0 (ปี 17-23) SP SUV AT,"799,000",108919 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-sp-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/12775281?auc=true
",2023-10-25
924,2022 Mazda CX-3 2.0 (ปี 15-22) Proactive SUV,"598,000",36395 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-proactive-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12775006
",2023-10-25
925,2018 Mazda CX-5 2.2 (ปี 17-23) XDL 4WD SUV,"574,000",220 - 225K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xdl-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12456147?auc=true
",2023-10-25
926,2020 Mazda CX-8 2.5 (ปี 19-25) SP SUV,"1,102,800",45 - 50K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-8-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11824507
",2023-10-25
927,2012 Mazda 2 1.5 (ปี 09-14) Elegance Spirit Sedan,"185,000",10 - 15K km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-spirit-ภาคกลาง-อำเภอเมืองพระนครศรีอยุธยา/12774144
",2023-10-25
928,2016 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"329,000",112000 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/11863403
",2023-10-25
929,2018 Mazda 2 1.3 (ปี 15-25) Standard Sedan,"389,000",50 - 55K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-standard-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12491527?auc=true
",2023-10-25
930,2018 Mazda CX-5 2.0 (ปี 17-23) SP SUV,"697,000",125 - 130K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-sp-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12773488
",2023-10-25
931,2022 Mazda 2 1.3 (ปี 15-25) C Sports Hatchback,"447,000",10 - 15K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-c-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12653616?auc=true
",2023-10-25
932,2018 Mazda 2 1.5 (ปี 15-25) XD Sports High Connect Hatchback,"369,000",80 - 85K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอคลองหลวง/12772960
",2023-10-25
933,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"359,000",45 - 50K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคตะวันออก-อำเภอบางละมุง/12680989
",2023-10-25
934,2018 Mazda CX-5 2.0 (ปี 17-23) SP SUV,"699,000",0 - 5k km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/9248414
",2023-10-25
935,2019 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"519,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12392742
",2023-10-25
936,2018 Mazda CX-5 2.0 (ปี 17-23) S SUV AT,"728,000",100 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11707195
",2023-10-25
937,2020 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"819,000",10 - 15K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12770483
",2023-10-25
938,2019 Mazda 2 1.3 (ปี 15-25) S Leather Sports Hatchback,"410,000",97312 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12160425
",2023-10-25
939,2017 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"519,000",66000 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/12478887
",2023-10-25
940,2019 Mazda 3 2.0 (ปี 14-18) S Sedan AT,"529,000",49904 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12746320?auc=true
",2023-10-25
941,2011 Mazda 2 1.5 (ปี 09-14) Spirit Sports Hatchback,"202,000",180910 km,รถมือสอง,สีเขียว,เกียร์อัตโนมัติ,one2car,"mazda-2-spirit-sports-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12091013
",2023-10-25
942,2015 Mazda 2 1.5 (ปี 15-25) XD High Sedan,"338,000",174381 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-ภาคตะวันออก-อำเภอเมืองระยอง/12263989
",2023-10-25
943,2020 Mazda CX-30 2.0 (ปี 20-25) SP SUV AT,"768,000",15000 km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12086994
",2023-10-25
944,2020 Mazda 2 1.3 (ปี 15-25) S Leather Sports Hatchback,"444,000",30 - 35K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12522195?auc=true
",2023-10-25
945,2012 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"339,000",190 - 195K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12674898?auc=true
",2023-10-25
946,2018 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"394,900",60 - 65K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12429033
",2023-10-25
947,2017 Mazda CX-3 1.5 (ปี 15-22) XDL SUV,"455,000",180 - 185K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-xdl-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11742729?auc=true
",2023-10-25
948,2017 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"399,000",30 - 35K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12385184
",2023-10-25
949,2016 Mazda CX-3 2.0 (ปี 15-22) S SUV,"455,000",65 - 70K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/10870788
",2023-10-25
950,2014 Mazda 3 2.0 (ปี 14-18) SP Sports Hatchback,"345,000",132495 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12125387?auc=true
",2023-10-25
951,2012 Mazda 2 1.5 (ปี 09-14) Sports Maxx Hatchback,"229,000",115 - 120K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-maxx-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11457078?auc=true
",2023-10-25
952,2017 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"326,000",5 - 10K km,รถมือสอง,สีครีม,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12436393
",2023-10-25
953,2011 Mazda 3 1.6 (ปี 05-10) Spirit Sedan,"198,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-spirit-กรุงเทพและปริมณฑล-อำเภอคลองหลวง/12484096
",2023-10-25
954,2016 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"389,000",70 - 75K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12723420?auc=true
",2023-10-25
955,2015 Mazda 2 1.5 (ปี 15-22) XD Sedan,"339,000",110 - 115K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-ภาคตะวันออก-อำเภอเมืองชลบุรี/12221040
",2023-10-25
956,2020 Mazda 2 1.3 (ปี 15-25) S Leather Sports Hatchback,"459,000",56150 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-มีนบุรี/11935567?auc=true
",2023-10-25
957,2014 Mazda 3 2.0 (ปี 14-18) C Sedan,"359,000",75 - 80K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-c-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12763713
",2023-10-25
958,2019 Mazda BT-50 PRO 2.2 FREE STYLE CAB THUNDER Hi-Racer Pickup MT,"418,000",50000 km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-thunder-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/10419928
",2023-10-25
959,2023 Mazda 2 1.3 (ปี 15-25) S Sedan,"499,000",17 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12657886
",2023-10-25
960,2013 Mazda 2 1.5 (ปี 09-14) Sports Spirit Hatchback,"259,000",109326 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-spirit-ภาคใต้-อำเภอหาดใหญ่/12751773
",2023-10-25
961,2017 Mazda 2 1.5 (ปี 15-25) XD Sports Hatchback,"378,000",65 - 70K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-sports-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/12574602
",2023-10-25
962,2019 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"428,000",50 - 55K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/11490411
",2023-10-25
963,2019 Mazda 2 1.3 (ปี 15-25) Standard Sedan,"428,000",42000 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-standard-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12205759?auc=true
",2023-10-25
964,2013 Mazda 2 1.5 (ปี 09-14) Elegance Groove Sedan AT,"238,000",120 - 125K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-groove-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12549275
",2023-10-25
965,2021 Mazda 3 2.0 (ปี 19-24) SP Sedan,"659,000",30 - 35K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12668825?auc=true
",2023-10-25
966,2018 Mazda 3 2.0 (ปี 14-18) E Sedan,"389,000",0 - 5K km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12251184
",2023-10-25
967,2014 Mazda CX-5 2.0 (ปี 13-16) C SUV,"415,000",61598 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-c-กรุงเทพและปริมณฑล-มีนบุรี/12431483
",2023-10-25
970,2019 Mazda CX-5 2.0 (ปี 17-23) SP SUV,"859,000",60 - 65K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-sp-กรุงเทพและปริมณฑล-อ่อนนุช/11230237
",2023-10-25
971,2016 Mazda 3 2.0 (ปี 14-18) S Sedan,"399,000",120 - 125K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-อ่อนนุช/12430655
",2023-10-25
973,2018 Mazda CX-5 2.0 (ปี 17-23) S SUV,"689,000",40 - 45K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-อ่อนนุช/11607857
",2023-10-25
974,2021 Mazda 2 1.3 (ปี 15-25) S Leather Sports Hatchback,"419,000",65 - 70K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-อ่อนนุช/12124444
",2023-10-25
975,2020 Mazda 2 1.3 (ปี 15-25) S Sedan,"399,000",55 - 60K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-s-กรุงเทพและปริมณฑล-อ่อนนุช/12441381
",2023-10-25
976,2018 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"339,000",60 - 65K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12720178
",2023-10-25
977,2018 Mazda 3 2.0 (ปี 14-18) E Sedan,"399,000",125 - 130K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-e-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12264963?auc=true
",2023-10-25
978,2018 Mazda 3 2.0 (ปี 14-18) E Sedan,"385,000",165 - 170K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-e-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12674638?auc=true
",2023-10-25
979,2018 Mazda 3 2.0 (ปี 14-18) E Sedan,"399,000",110 - 115K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-e-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12674577?auc=true
",2023-10-25
980,2017 Mazda 2 1.3 (ปี 15-25) Standard Sedan,"328,000",145 - 150K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-standard-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12008728
",2023-10-25
981,2017 Mazda 2 1.3 (ปี 15-25) High Plus Sedan,"349,000",100 - 105K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-plus-กรุงเทพและปริมณฑล-สุขุมวิท/12756445
",2023-10-25
982,2019 Mazda BT-50 PRO 2.2 DOUBLE CAB THUNDER Hi-Racer Pickup MT,"488,000",20000 km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-thunder-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12534703
",2023-10-25
983,2020 Mazda BT-50 PRO 2.2 DOUBLE CAB THUNDER Hi-Racer Pickup MT,"548,000",10000 km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-thunder-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11857881
",2023-10-25
984,2017 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup MT,"399,000",110000 km,รถมือสอง,สีน้ำตาล,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12492116
",2023-10-25
985,2019 Mazda CX-5 2.0 (ปี 17-23) S SUV,"625,000",140 - 145K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-อ่อนนุช/11911628
",2023-10-25
986,2019 Mazda CX-3 2.0 (ปี 15-22) S SUV,"479,000",116000 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-อ่อนนุช/11726374
",2023-10-25
988,2010 Mazda 2 1.5 (ปี 09-14) Spirit Sports Sedan,"169,000",131900 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-spirit-sports-กรุงเทพและปริมณฑล-มีนบุรี/12122081
",2023-10-25
989,2011 Mazda 2 1.5 (ปี 09-14) Sports Groove Hatchback,"169,000",159769 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-groove-กรุงเทพและปริมณฑล-มีนบุรี/12453732
",2023-10-25
990,2015 Mazda 3 2.0 (ปี 14-17) C Sports Hatchback,"389,000",155 - 160K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-c-sports-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12350504
",2023-10-25
991,2018 Mazda 3 2.0 (ปี 14-18) E Sedan,"394,000",115 - 120K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-e-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12710421?auc=true
",2023-10-25
992,2021 Mazda 2 1.3 (ปี 15-25) S Sports Hatchback,"459,000",55126 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-sports-ภาคตะวันออก-อำเภอเมืองระยอง/12752491
",2023-10-25
993,2021 Mazda 2 1.3 (ปี 15-25) S Leather Sports Hatchback,"479,000",55126 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12752453
",2023-10-25
994,2018 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"509,000",0 - 5K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12752070
",2023-10-25
995,2015 Mazda CX-5 2.2 (ปี 13-16) XDL 4WD SUV,"499,000",107829 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xdl-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12128814
",2023-10-25
996,2015 Mazda CX-5 2.5 (ปี 13-16) S SUV,"499,000",115 - 120K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12091039
",2023-10-25
997,2021 Mazda 2 1.3 (ปี 15-25) S Sedan,"439,000",61291 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-s-ภาคตะวันออก-อำเภอบางละมุง/12644742
",2023-10-25
999,2016 Mazda CX-5 2.5 (ปี 13-16) S SUV,"459,000",120 - 125K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12669866
",2023-10-25
1000,2013 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"360,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11745760?auc=true
",2023-10-25
1001,2019 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"559,000",41000 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12699614?auc=true
",2023-10-25
1002,2019 Mazda CX-5 2.2 (ปี 17-23) XD SUV,"799,000",80 - 85K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xd-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12342551?auc=true
",2023-10-25
1003,2018 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"799,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11883377
",2023-10-25
1004,2016 Mazda CX-5 2.0 (ปี 13-16) S SUV,"549,000",95000 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12654117?auc=true
",2023-10-25
1005,2020 Mazda 3 2.0 (ปี 19-24) SP Sports Hatchback,"719,000",79774 km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-กรุงเทพและปริมณฑล-อำเภอบางพลี/12659371
",2023-10-25
1006,2013 Mazda CX-5 2.5 (ปี 13-16) S SUV,"409,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12665067
",2023-10-25
1007,2012 Mazda 2 1.5 (ปี 09-14) Elegance Groove Sedan,"199,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-groove-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12665003
",2023-10-25
1008,2015 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"339,000",110 - 115K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12665136
",2023-10-25
1009,2017 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"528,900",160 - 165K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12595089
",2023-10-25
1010,2019 Mazda CX-8 2.2 (ปี 19-25) XDL Exclusive 4WD SUV,"1,090,000",80 - 85K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-8-xdl-exclusive-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12746894?auc=true
",2023-10-25
1011,2012 Mazda 2 1.5 (ปี 09-14) Sports Spirit Hatchback,"188,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-spirit-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12715971
",2023-10-25
1012,2014 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"279,000",262500 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-มีนบุรี/12738031?auc=true
",2023-10-25
1013,2020 Mazda 2 1.3 (ปี 15-25) E Sedan,"389,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-e-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12574698
",2023-10-25
1015,2020 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"369,000",22155 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12657142
",2023-10-25
1016,2017 Mazda CX-5 2.2 (ปี 17-23) XDL 4WD SUV AT,"759,000",0 - 5K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12571879?auc=true
",2023-10-25
1017,2017 Mazda 3 2.0 (ปี 14-18) S Sedan,"453,900",80 - 85K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12552212
",2023-10-25
1018,2022 Mazda 2 1.3 (ปี 15-25) S Leather Sports Hatchback,"455,000",35 - 40K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12562252
",2023-10-25
1020,2012 Mazda 2 1.5 (ปี 09-14) Elegance Groove Sedan,"199,000",72877 km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-groove-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/12472272?auc=true
",2023-10-25
1021,2018 Mazda CX-5 2.0 (ปี 17-23) S SUV,"710,000",0 - 5K km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-อำเภอคลองหลวง/11366721
",2023-10-25
