id,name,cost,mile,status,color,gear,web,webid,date
583,2012 Mazda 2 1.5 (ปี 09-14) Spirit Sedan,"154,000",155 - 160K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-spirit-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12065729?auc=true
",2023-10-25
584,2021 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"754,000",65 - 70K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12590198?auc=true
",2023-10-25
585,2019 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"344,000",100 - 105K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12296405?auc=true
",2023-10-25
586,2012 Mazda 2 1.5 (ปี 09-14) Sports Groove Hatchback,"134,000",95 - 100K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-2-sports-groove-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12475575?auc=true
",2023-10-25
587,2011 Mazda 2 1.5 (ปี 09-14) Sports Spirit Hatchback,"189,000",0 - 5K km,รถมือสอง,สีเขียว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-spirit-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12840655
",2023-10-25
588,2011 Mazda 2 1.5 (ปี 09-14) Elegance Spirit Sedan,"199,000",155 - 160K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-spirit-ภาคตะวันออก-อำเภอเมืองระยอง/12603655
",2023-10-25
589,2014 Mazda 2 1.5 (ปี 09-14) Elegance Spirit Sedan,"270,000",20 - 25K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-พระราม3-สาทร-พระราม4/12840575
",2023-10-25
590,2021 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"829,000",30 - 35K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-อ่อนนุช/12762286
",2023-10-25
591,2011 Mazda 2 1.5 (ปี 09-14) Elegance Groove Sedan,"195,000",165 - 170K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-groove-กรุงเทพและปริมณฑล-มีนบุรี/9285469
",2023-10-25
592,2017 Mazda 2 1.3 (ปี 15-22) Sports High Connect Hatchback,"359,000",105 - 110K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11570821?auc=true
",2023-10-25
593,2020 Mazda 2 1.3 (ปี 15-25) S Leather Sedan,"438,000",28246 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12323766?auc=true
",2023-10-25
594,2016 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"335,000",125 - 130K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12813172
",2023-10-25
595,2020 Mazda 3 2.0 (ปี 19-24) SP Sports Hatchback AT,"819,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12763279
",2023-10-25
596,2018 Mazda CX-3 2.0 (ปี 15-22) S SUV,"454,000",85 - 90K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12244376?auc=true
",2023-10-25
597,2016 Mazda 2 1.3 (ปี 15-25) Sports Standard Hatchback,"299,000",80 - 85K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-standard-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12578880
",2023-10-25
598,2020 Mazda CX-8 2.5 (ปี 19-25) SP SUV,"799,000",120 - 125K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-8-sp-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12660568
",2023-10-25
599,2017 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"399,999",105 - 110K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อ่อนนุช/12653796?auc=true
",2023-10-25
600,2020 Mazda 2 1.3 (ปี 15-25) S Leather Sports Hatchback,"448,000",80 - 85K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/11708288?auc=true
",2023-10-25
601,2013 Mazda 3 1.6 (ปี 11-14) Spirit Sports Hatchback,"239,000",120 - 125K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-spirit-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12108573?auc=true
",2023-10-25
602,2019 Mazda CX-3 2.0 (ปี 15-22) S SUV,"459,000",134000 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12727669?auc=true
",2023-10-25
603,2017 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"310,000",172197 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองลำปาง/12838391
",2023-10-25
604,2017 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"459,000",105 - 110K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12783741?auc=true
",2023-10-25
605,2020 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"849,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-อำเภอเมืองปทุมธานี/12711802
",2023-10-25
606,2018 Mazda CX-5 2.0 (ปี 17-23) SP SUV AT,"698,000",100509 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12430119?auc=true
",2023-10-25
607,2017 Mazda 2 1.5 (ปี 15-25) XD Sports High Connect Hatchback,"348,000",85 - 90K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-sports-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12837803
",2023-10-25
608,2021 Mazda CX-3 2.0 (ปี 15-22) Base Plus SUV AT,"598,000",23785 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12167517?auc=true
",2023-10-25
609,2018 Mazda CX-3 2.0 (ปี 15-22) S SUV,"469,000",130 - 135K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12791890?auc=true
",2023-10-25
610,2021 Mazda 2 1.3 (ปี 15-25) S Sports Hatchback AT,"459,000",65 - 70K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-s-leather-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12788816?auc=true
",2023-10-25
611,2012 Mazda 2 1.5 (ปี 09-14) Sports Groove Hatchback,"189,000",75 - 80K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-2-sports-groove-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12788649?auc=true
",2023-10-25
612,2013 Mazda 2 1.5 (ปี 09-14) Sports Spirit Hatchback,"225,000",115 - 120K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-spirit-กรุงเทพและปริมณฑล-อำเภอเมืองสมุทรปราการ/12835730
",2023-10-25
614,2018 Mazda CX-3 2.0 (ปี 15-22) S SUV,"571,900",65 - 70K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-s-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12531279
",2023-10-25
615,2019 Mazda CX-5 2.0 (ปี 17-23) C SUV,"586,900",100 - 105K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-c-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12380060
",2023-10-25
616,2014 Mazda 3 2.0 (ปี 14-18) SP Sports Hatchback,"356,900",100 - 105K km,รถมือสอง,สีฟ้า,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12379928
",2023-10-25
617,2020 Mazda CX-30 2.0 (ปี 20-25) SP SUV,"826,900",15 - 20K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12639500
",2023-10-25
618,2017 Mazda CX-3 2.0 (ปี 15-22) SP SUV,"459,000",51000 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-sp-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12835721
",2023-10-25
619,2021 Mazda 2 1.3 (ปี 15-25) C Sedan,"464,000",40 - 45K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-c-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12788343?auc=true
",2023-10-25
620,2014 Mazda 3 2.0 (ปี 14-18) C Sports Hatchback AT,"358,000",119217 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-c-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12528895?auc=true
",2023-10-25
621,2020 Mazda 3 2.0 (ปี 19-24) S Sedan AT,"698,000",39672 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12528829?auc=true
",2023-10-25
622,2014 Mazda CX-5 2.0 (ปี 13-16) C SUV AT,"388,000",107179 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12696114?auc=true
",2023-10-25
623,2018 Mazda 3 2.0 (ปี 14-18) S Sedan AT,"528,000",32665 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12399630?auc=true
",2023-10-25
624,2018 Mazda 2 1.3 (ปี 15-25) High Connect Sedan AT,"418,000",47276 km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12568434?auc=true
",2023-10-25
625,2021 Mazda 2 1.3 (ปี 15-25) C Sports Hatchback,"439,000",25 - 30K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-c-sports-กรุงเทพและปริมณฑล-อำเภอเมืองสมุทรปราการ/12553339
",2023-10-25
626,2015 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"348,000",87558 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12569532?auc=true
",2023-10-25
627,2013 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"349,000",295 - 300K km,รถมือสอง,สีน้ำเงิน,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12784353?auc=true
",2023-10-25
628,2017 Mazda 2 1.5 (ปี 15-25) XD High Plus L Sedan,"456,900",75 - 80K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12524160
",2023-10-25
629,2018 Mazda 3 2.0 (ปี 14-18) S Sports Hatchback,"512,900",140 - 145K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-s-sports-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12421946
",2023-10-25
630,2016 Mazda 2 1.5 (ปี 15-25) XD Sport High Plus L Hatchback,"389,000",150 - 155K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-sport-high-plus-l-ภาคตะวันออก-อำเภอเมืองจันทบุรี/12834999
",2023-10-25
631,2018 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback,"398,000",75 - 80K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-connect-ภาคอีสาน-อำเภอเมืองขอนแก่น/12834660?auc=true
",2023-10-25
